number ,value  ,datetime_start             ,datetime_complete          ,duration               ,params_lgbm__bagging_fraction ,params_lgbm__bagging_freq ,params_lgbm__feature_fraction ,params_lgbm__lambda_l1 ,params_lgbm__lambda_l2 ,params_lgbm__min_child_samples ,params_lgbm__n_estimators ,params_lgbm__num_leaves ,state
8      ,2.171  ,2021-10-26 21:04:49.767640 ,2021-10-26 21:05:10.594234 ,0 days 00:00:20.826594 ,0.4334730004532987            ,1                         ,0.7663995329091318            ,0.017271338827053766   ,9.320763544323638      ,71                             ,523                       ,195                     ,COMPLETE
360    ,2.291  ,2021-10-26 21:17:08.046536 ,2021-10-26 21:17:21.147610 ,0 days 00:00:13.101074 ,0.4815575187302148            ,7                         ,0.6842656909989905            ,0.05191275372441777    ,0.0007983008523746114  ,27                             ,391                       ,119                     ,COMPLETE
228    ,2.354  ,2021-10-26 21:12:33.393760 ,2021-10-26 21:12:52.042725 ,0 days 00:00:18.648965 ,0.5150982430074162            ,6                         ,0.6385396368459278            ,0.014867525607268412   ,0.004565240787611893   ,26                             ,382                       ,161                     ,COMPLETE
271    ,2.493  ,2021-10-26 21:14:05.132629 ,2021-10-26 21:14:18.055379 ,0 days 00:00:12.922750 ,0.459250154954269             ,7                         ,0.5898749854548588            ,0.004097260076806981   ,0.0009943642167328432  ,28                             ,386                       ,11                      ,COMPLETE
226    ,2.495  ,2021-10-26 21:12:32.563578 ,2021-10-26 21:12:47.431046 ,0 days 00:00:14.867468 ,0.4171734378701729            ,6                         ,0.6510076746700396            ,0.013778019069517356   ,0.004491417005646378   ,25                             ,423                       ,179                     ,COMPLETE
22     ,2.514  ,2021-10-26 21:05:50.711039 ,2021-10-26 21:06:02.791000 ,0 days 00:00:12.079961 ,0.43078797103449906           ,7                         ,0.7192602182632245            ,0.014797642381719007   ,0.0038067826397493202  ,74                             ,315                       ,5                       ,COMPLETE
235    ,2.538  ,2021-10-26 21:12:48.899541 ,2021-10-26 21:13:06.918715 ,0 days 00:00:18.019174 ,0.4685506991091944            ,6                         ,0.6506550287374255            ,0.026010139240798806   ,0.011754034653029644   ,25                             ,387                       ,184                     ,COMPLETE
223    ,2.545  ,2021-10-26 21:12:24.283395 ,2021-10-26 21:12:38.737204 ,0 days 00:00:14.453809 ,0.4900997737446924            ,6                         ,0.6522520625617426            ,0.01229756109936612    ,0.002893245308498926   ,27                             ,382                       ,181                     ,COMPLETE
248    ,2.576  ,2021-10-26 21:13:18.591054 ,2021-10-26 21:13:34.475910 ,0 days 00:00:15.884856 ,0.47180034547205213           ,6                         ,0.6217138323693302            ,0.019372069897980182   ,0.013858420153395255   ,29                             ,400                       ,8                       ,COMPLETE
201    ,2.613  ,2021-10-26 21:11:17.180892 ,2021-10-26 21:11:42.143015 ,0 days 00:00:24.962123 ,0.6574940010272798            ,6                         ,0.6897712376342885            ,0.012309086980751779   ,0.005472168708792251   ,22                             ,387                       ,170                     ,COMPLETE
368    ,2.62   ,2021-10-26 21:17:21.180705 ,2021-10-26 21:17:31.453258 ,0 days 00:00:10.272553 ,0.4803667193431338            ,7                         ,0.682903201988405             ,0.015645059456714863   ,0.000732640502107      ,26                             ,381                       ,167                     ,COMPLETE
208    ,2.725  ,2021-10-26 21:11:42.155111 ,2021-10-26 21:12:04.117772 ,0 days 00:00:21.962661 ,0.5031749060189181            ,6                         ,0.6805623248848646            ,0.014848652930970527   ,0.008442739907961698   ,17                             ,420                       ,172                     ,COMPLETE
237    ,3.036  ,2021-10-26 21:12:51.478815 ,2021-10-26 21:13:05.717350 ,0 days 00:00:14.238535 ,0.4186217838482129            ,7                         ,0.6251783600996589            ,0.02136074767092775    ,0.0008837814260581701  ,25                             ,382                       ,6                       ,COMPLETE
246    ,3.059  ,2021-10-26 21:13:13.845955 ,2021-10-26 21:13:38.874164 ,0 days 00:00:25.028209 ,0.4636574081702955            ,7                         ,0.6309217907739408            ,0.004621361975577466   ,0.010885536377204194   ,29                             ,397                       ,2                       ,COMPLETE
15     ,3.446  ,2021-10-26 21:05:01.518480 ,2021-10-26 21:05:53.599767 ,0 days 00:00:52.081287 ,0.6215019018973036            ,4                         ,0.8041147338007603            ,2.4939359552974826e-05 ,0.24094164793469608    ,47                             ,691                       ,38                      ,COMPLETE
203    ,3.538  ,2021-10-26 21:11:27.109750 ,2021-10-26 21:11:44.106073 ,0 days 00:00:16.996323 ,0.48263444338651224           ,3                         ,0.738737299730032             ,0.013912776153203025   ,0.00401702104947316    ,75                             ,355                       ,184                     ,COMPLETE
245    ,3.573  ,2021-10-26 21:13:09.025155 ,2021-10-26 21:13:34.210945 ,0 days 00:00:25.185790 ,0.4079120492152029            ,7                         ,0.6245302335205828            ,0.004437290465900958   ,0.0014206601154450676  ,31                             ,400                       ,184                     ,COMPLETE
247    ,3.595  ,2021-10-26 21:13:17.203309 ,2021-10-26 21:13:34.087975 ,0 days 00:00:16.884666 ,0.4639789709350183            ,7                         ,0.5941498039295537            ,0.025936706608497253   ,0.011315645383408105   ,29                             ,396                       ,6                       ,COMPLETE
244    ,3.698  ,2021-10-26 21:13:08.928756 ,2021-10-26 21:13:33.241416 ,0 days 00:00:24.312660 ,0.4063362343790003            ,7                         ,0.6186660644607772            ,0.004322268516674578   ,0.0012738355975721964  ,30                             ,393                       ,9                       ,COMPLETE
16     ,4.365  ,2021-10-26 21:05:10.597700 ,2021-10-26 21:05:50.700380 ,0 days 00:00:40.102680 ,0.6269378309745574            ,6                         ,0.9403898300504763            ,3.090368354410287e-07  ,0.0016567164927780466  ,68                             ,403                       ,23                      ,COMPLETE
202    ,4.462  ,2021-10-26 21:11:26.724033 ,2021-10-26 21:11:47.968966 ,0 days 00:00:21.244933 ,0.5042334576472315            ,6                         ,0.7277894830620357            ,0.011087404858585448   ,0.005246887155774068   ,25                             ,392                       ,19                      ,COMPLETE
230    ,4.839  ,2021-10-26 21:12:36.564253 ,2021-10-26 21:12:51.461451 ,0 days 00:00:14.897198 ,0.4191159149347338            ,7                         ,0.7046877022326287            ,0.013560392173795288   ,0.0005822074342417394  ,27                             ,393                       ,5                       ,COMPLETE
